BOAT,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,TWD_avg
CAN,2025-01-19 16:09:30,-36.836703,174.7646303,1.14,2.76,66.74,-13.1,44.61,63.93,-12.74,-5.06,115.18,1.0,1.11,21.87,21.62,0.0,21.53,21.47,21.46,-0.41,-19.89,0.29,1.32,-11.2,-76.87,187.9,19.28,1.31,-0.01,0.4,1.36,-0.96,3.67,7.0,0.0,25011905.0,-89.48,-100.0,0.0,0.0,138.3,0.0,64.92400343207599
CAN,2025-01-19 16:09:40,-36.8367519,174.7646732,2.45,-1.44,70.48,-1.98,42.4,60.89,-1.81,1.34,188.31,1.0,2.45,-2.69,-7.1,0.0,-6.35,-5.09,-6.4,-3.72,-0.5,-0.17,0.16,-41.96,31.06,182.08,-13.05,1.31,0.01,0.15,1.36,-0.96,3.67,7.0,0.0,25011905.0,-99.58,-100.0,0.0,0.0,138.3,0.0,60.64393704366279
CAN,2025-01-19 16:09:50,-36.8368337,174.7646437,2.46,-1.65,76.01,-1.84,36.22,66.97,-1.66,0.88,196.98,1.0,2.46,-18.68,-17.14,0.0,-17.01,-16.99,-16.73,1.95,11.3,0.11,1.38,-5.02,-33.97,216.58,-27.16,1.31,-0.0,0.12,1.31,-0.97,3.67,7.0,0.0,25011905.0,-109.48,-100.0,0.0,0.0,138.3,0.0,64.51606653054465
CAN,2025-01-19 16:10:00,-36.8368953,174.7646081,2.29,-0.99,73.63,-3.98,32.16,68.56,-3.65,0.62,184.69,1.0,2.27,7.1,6.8,0.0,6.79,6.76,6.84,-0.25,-13.52,-0.57,1.03,-89.01,-97.76,106.13,-12.79,1.31,-0.0,0.09,1.37,-0.97,3.67,7.0,0.0,25011905.0,-119.58,-100.0,0.0,0.0,138.3,0.0,68.21000188035634
CAN,2025-01-19 16:10:10,-36.8369662,174.7646306,0.79,1.54,71.23,-6.66,32.62,67.47,-6.48,-2.07,135.21,1.0,0.79,21.36,21.11,0.0,21.05,21.07,20.9,-0.44,-19.47,0.05,1.38,-135.87,-94.19,202.54,24.08,1.31,-0.0,0.11,1.35,-0.97,3.67,7.0,0.0,25011905.0,-129.58,-100.0,0.0,0.0,138.3,0.0,68.06600061987965
CAN,2025-01-19 16:10:20,-36.8370105,174.7646725,1.82,-0.16,67.3,-6.12,32.92,64.75,-5.74,0.27,162.45,1.0,1.81,4.96,5.13,0.0,4.95,4.89,4.95,-0.0,-8.36,-1.13,0.32,-42.86,-47.59,82.59,-0.85,1.31,-0.0,0.11,1.31,-0.96,3.67,7.0,0.0,25011905.0,-139.48,-100.0,0.0,0.0,138.3,0.0,66.04200392022716
CAN,2025-01-19 16:10:30,-36.8370649,174.7646663,2.09,-1.11,69.98,-13.48,32.66,62.03,-12.61,-0.1,179.82,1.0,2.0,16.81,18.87,0.0,18.48,18.32,19.21,2.41,-17.73,1.78,0.92,-53.74,-36.72,152.35,-3.48,1.31,-0.01,0.12,1.32,-0.96,3.67,7.0,0.0,25011905.0,-149.58,-100.0,0.0,0.0,138.3,0.0,63.22199737949389
CAN,2025-01-19 16:10:40,-36.8371269,174.7646766,2.12,-1.94,57.01,-7.45,34.45,56.53,-6.96,-0.61,216.59,1.0,2.11,4.95,5.22,0.0,5.16,5.15,4.97,0.01,-2.2,-0.27,-0.31,-148.67,-86.15,270.57,0.02,1.31,-0.01,0.1,1.32,-0.96,3.66,7.0,0.0,25011905.0,-159.58,-100.0,0.0,0.0,138.3,0.0,59.236036001355586
CAN,2025-01-19 16:10:50,-36.8371722,174.7646237,2.4,-2.76,54.89,-0.76,30.65,55.09,-0.63,-1.11,229.75,1.0,2.4,4.95,5.16,0.0,5.03,5.15,5.02,0.07,-0.98,0.11,-0.89,9.07,-47.23,84.32,2.05,1.31,0.0,0.13,1.33,-0.96,3.67,7.0,0.0,25011905.0,-169.48,-100.0,0.0,0.0,138.3,0.0,55.406997843055464
CAN,2025-01-19 16:11:00,-36.8372188,174.7645581,2.29,-2.79,54.92,12.12,29.23,57.53,11.32,0.94,235.24,1.0,2.19,4.94,5.21,0.0,5.07,5.19,5.19,0.25,3.96,1.14,-1.19,-74.09,-35.52,197.78,15.15,1.31,0.01,0.15,1.37,-0.96,3.66,7.0,0.0,25011905.0,-179.58,-100.0,0.0,0.0,138.3,0.0,55.78397236509979
CAN,2025-01-19 16:11:10,-36.8372385,174.7645118,1.23,0.22,54.43,18.24,30.75,65.53,17.59,0.08,338.52,1.0,1.16,16.61,19.27,0.0,18.84,18.75,19.45,2.84,-2.88,-0.67,-1.12,-71.54,-28.92,30.69,2.05,1.31,0.0,0.13,1.35,-0.96,3.66,7.0,0.0,25011905.0,-189.48,-100.0,0.0,0.0,138.3,0.0,62.314157303496465
CAN,2025-01-19 16:26:00,-36.831617,174.7550587,9.49,11.63,85.31,-20.33,40.86,51.45,-17.88,3.95,94.23,-7.48,9.16,19.35,11.64,0.0,2.19,-7.72,-18.13,-37.47,-15.31,0.61,0.35,33.56,14.34,117.27,-4.43,2.32,7.51,2.65,4.25,-0.85,0.7,7.0,0.0,25011906.0,120.52,57.85,444.35,262.96,-772.14,448.7,51.449999999999996
CAN,2025-01-19 16:26:10,-36.8316365,174.7554251,7.54,9.59,76.3,-18.65,39.81,57.99,-15.56,-0.14,84.3,1.0,7.12,19.37,11.56,0.0,2.4,-7.65,-18.22,-37.61,-12.79,-0.05,-1.71,81.99,78.01,324.53,-3.41,2.32,7.51,2.66,4.07,-0.85,0.7,7.0,0.0,25011906.0,110.43,45.75,510.61,276.26,-675.59,519.6,56.00717062027971
CAN,2025-01-19 16:26:20,-36.831654,174.7557109,8.27,11.05,89.02,-16.93,40.1,64.37,-13.9,-0.05,94.22,1.0,7.79,7.62,4.54,0.0,0.82,-2.89,-7.01,-14.62,-12.9,-0.44,0.64,37.46,-23.55,382.64,3.51,2.32,7.51,2.67,4.07,-0.85,0.7,7.0,0.0,25011906.0,100.53,26.9,498.25,284.59,-653.08,496.7,61.04492835496563
CAN,2025-01-19 16:27:00,-36.8325566,174.7588071,51.24,53.62,110.19,-57.92,40.57,58.75,-25.2,-1.25,109.13,0.22,28.71,19.78,16.57,0.0,13.19,9.37,5.45,-14.32,-26.85,-1.4,0.09,816.3,854.98,854.19,-1.16,1.77,2.74,4.99,3.23,-0.86,0.73,7.0,0.0,25011906.0,120.53,76.0,78.3,407.35,-428.51,77.9,58.75
CAN,2025-01-19 16:27:10,-36.8328263,174.7602525,28.59,29.05,82.11,-36.51,38.65,54.96,-20.16,-4.3,79.79,3.6,22.91,11.9,9.44,0.0,9.82,9.44,8.94,-2.99,-21.23,2.12,-2.01,188.76,360.13,651.9,1.55,1.78,4.78,4.99,0.03,-0.86,0.71,7.0,0.0,25011906.0,110.43,73.9,109.57,382.3,-335.93,112.5,56.9440348187283
CAN,2025-01-19 16:27:20,-36.8327469,174.7608016,9.35,11.52,78.93,-8.21,36.43,56.78,-7.47,0.86,87.84,-5.88,9.25,19.71,19.47,0.0,19.54,19.46,19.43,-0.27,-25.66,0.01,0.58,15.39,-46.15,145.54,-2.18,1.77,6.77,-4.0,-0.96,-0.86,0.73,7.0,0.0,25011906.0,100.43,63.95,285.59,402.65,-321.62,283.3,54.34492988124766
CAN,2025-01-19 16:27:30,-36.8327188,174.7611045,5.06,6.77,78.2,-6.03,30.94,63.2,-5.04,1.52,84.11,1.0,5.05,19.66,19.64,0.0,19.65,19.36,19.49,-0.19,-22.08,0.05,-0.34,44.76,96.46,123.35,-9.3,1.77,0.0,-0.35,0.23,0.28,0.73,7.0,0.0,25011906.0,90.53,48.1,439.28,414.3,-322.19,437.3,60.671021805279615
CAN,2025-01-19 16:27:40,-36.8327232,174.761267,1.3,3.45,75.56,-11.57,30.47,65.76,-11.06,0.42,104.8,1.0,1.27,-19.76,-19.55,0.0,-19.68,-19.64,-19.6,0.14,11.18,0.19,0.64,44.17,55.77,442.19,-13.56,1.77,0.0,-0.34,0.75,0.27,0.73,7.0,0.0,25011906.0,80.43,34.35,931.21,418.72,-333.33,974.3,65.40001945666354
CAN,2025-01-19 16:27:50,-36.832754,174.7613906,1.43,3.91,83.0,-13.03,34.11,65.3,-12.47,0.87,100.29,1.0,1.39,-19.76,-19.45,0.0,-19.61,-19.72,-19.72,0.04,16.42,-1.64,1.17,-60.5,-49.87,88.34,6.02,1.78,0.0,-0.38,0.41,0.27,0.73,7.0,0.0,25011906.0,70.43,27.8,1016.66,420.51,-323.92,912.6,65.09899949575545
CAN,2025-01-19 16:28:00,-36.8327929,174.7614785,1.56,3.17,93.26,-22.11,31.45,68.37,-21.04,0.44,127.53,1.0,1.39,-19.77,-19.55,0.0,-19.62,-19.72,-19.75,0.02,2.44,-0.67,1.83,-58.62,-72.43,90.43,-3.05,1.81,7.59,5.03,0.41,0.26,0.73,7.0,0.0,25011906.0,60.53,8.6,933.44,419.06,-309.84,930.6,67.16302382814249
CAN,2025-01-19 16:28:10,-36.8328744,174.7616442,8.03,10.63,108.75,-27.68,36.42,71.9,-22.6,2.86,114.43,1.0,7.0,-19.78,-19.52,0.0,-19.52,-19.76,-19.68,0.09,-4.45,0.1,1.84,51.23,-0.79,117.55,-1.18,1.77,7.5,5.0,0.45,0.25,0.74,7.0,0.0,25011906.0,50.43,-15.45,334.35,421.13,-292.32,329.0,69.5509306085433
CAN,2025-01-19 16:28:20,-36.8330345,174.7620812,20.16,23.03,117.29,-37.92,39.49,75.55,-26.04,0.71,118.42,-2.61,14.51,-7.71,-7.41,0.0,-7.2,-7.24,-7.24,0.47,-12.37,-1.27,3.49,119.39,-17.11,41.85,-1.68,1.78,7.17,4.99,7.1,0.26,0.74,7.0,0.0,25011906.0,40.53,-100.0,145.63,426.54,-260.18,141.4,74.16600320715786
CAN,2025-01-19 16:28:30,-36.8333432,174.7628344,25.77,27.1,108.5,-51.87,41.57,71.23,-32.8,-3.91,107.71,-0.57,15.43,19.74,15.64,0.0,11.22,6.42,1.67,-18.07,-34.66,1.27,0.42,155.38,95.22,368.87,2.6,1.8,6.8,4.99,4.37,0.26,0.73,7.0,0.0,25011906.0,30.43,-79.7,99.69,439.81,-198.63,99.9,74.1050766356292
CAN,2025-01-19 16:28:40,-36.8335374,174.7634798,19.55,22.11,112.39,-47.89,39.56,66.39,-33.18,-0.61,113.42,-2.37,12.87,19.72,15.72,0.0,11.24,6.44,1.48,-18.23,-34.56,-1.02,1.75,87.77,-10.84,108.1,-0.09,1.78,7.25,4.99,4.36,0.26,0.74,7.0,0.0,25011906.0,20.53,-38.2,120.3,464.64,-156.57,121.3,67.66293153881345
CAN,2025-01-19 16:28:50,-36.8338855,174.764264,32.85,35.61,127.5,-60.47,38.24,65.19,-33.26,0.88,127.77,-1.67,15.2,19.74,14.49,0.0,8.79,2.56,-3.79,-23.54,-28.39,0.22,2.56,319.23,178.4,403.79,-1.41,1.79,5.53,4.99,6.58,0.27,0.73,7.0,0.0,25011906.0,10.43,-100.0,60.54,437.73,-89.24,59.5,65.34499680999677
CAN,2025-01-19 16:29:00,-36.8344881,174.7653923,44.24,46.57,116.01,-60.0,38.41,62.47,-28.57,-4.33,115.06,-0.93,24.0,19.03,10.34,0.0,1.2,-8.69,-18.75,-37.78,-24.95,0.22,6.64,688.94,349.59,697.3,2.02,1.8,3.54,4.99,2.42,0.26,0.83,7.0,0.0,25011906.0,0.43,-100.0,42.5,352.29,13.87,43.3,64.2500133771164
CAN,2025-01-19 16:29:10,-36.8349891,174.7668686,52.58,53.29,107.55,-47.13,38.18,59.43,-20.22,-2.89,107.54,-0.56,38.64,18.77,15.24,0.0,11.35,6.98,2.6,-16.15,-24.03,-0.25,3.02,408.7,261.85,444.26,1.33,1.79,2.69,4.99,0.86,0.3,0.88,7.0,0.0,25011906.0,-9.57,-100.0,26.04,270.51,18.42,26.1,60.06696829017555
CAN,2025-01-19 16:29:20,-36.8350979,174.7679151,17.49,19.19,79.87,-33.01,38.8,55.55,-23.99,-1.42,84.17,-2.53,15.13,11.23,8.76,0.0,6.12,3.31,0.43,-10.81,-22.13,0.41,0.67,52.37,7.74,340.25,4.13,1.94,5.15,4.99,-2.68,0.3,0.86,7.0,0.0,25011906.0,-19.47,-100.0,0.0,0.0,18.42,0.0,57.985055548976064
CAN,2025-01-19 16:29:30,-36.8350543,174.7683454,7.11,8.8,76.27,-16.84,38.69,53.77,-14.08,0.25,83.58,1.0,6.96,18.34,15.41,0.0,11.74,7.68,3.35,-14.99,-22.34,1.16,-1.77,-3.18,5.73,396.94,1.67,1.94,5.15,-4.0,-2.65,0.29,0.85,7.0,0.0,25011906.0,-29.57,-100.0,0.0,0.0,18.42,0.0,53.59599023536481
CAN,2025-01-19 16:29:40,-36.8350364,174.7685526,2.74,4.56,70.45,-5.1,35.81,58.77,-4.67,-0.28,84.71,1.0,2.74,-3.0,-6.39,0.0,-3.89,-2.24,-1.09,1.67,4.29,-0.17,-1.26,-79.62,-34.78,140.71,4.04,1.98,-0.08,-0.04,-0.01,-0.34,0.85,7.0,0.0,25011906.0,-39.47,-100.0,0.0,0.0,18.42,0.0,56.558986574596425
CAN,2025-01-19 16:29:50,-36.8350429,174.7686327,1.95,0.09,74.49,-8.63,34.04,61.89,-8.1,1.11,162.1,1.0,1.91,-13.97,-8.53,0.0,-8.13,-6.48,-4.25,9.83,8.66,0.33,0.71,-31.89,-29.05,275.82,3.46,1.98,-0.08,-0.06,0.11,-0.34,0.84,7.0,0.0,25011906.0,-49.57,-100.0,0.0,0.0,18.42,0.0,60.59399892440652
CAN,2025-01-19 16:48:00,-36.8369682,174.7621698,0.19,-0.66,56.84,-0.01,28.07,67.17,-0.0,0.2,273.08,1.0,0.19,2.48,2.52,0.0,2.48,2.3,2.4,-0.09,1.19,0.59,-0.16,-13.36,-129.76,133.82,-4.22,2.15,0.01,1.89,0.57,-0.15,0.26,7.0,0.0,25011907.0,120.53,-100.0,-50.0,95.43,136.24,-100.0,67.17000000000002
CAN,2025-01-19 16:48:10,-36.8369692,174.7621372,0.16,-0.68,48.33,4.5,26.66,59.61,4.48,-0.49,270.72,1.0,0.16,2.47,2.5,0.0,2.55,2.4,2.49,0.01,1.86,-0.05,-0.03,5.46,0.95,87.71,-11.41,2.15,-0.01,2.14,0.59,-0.14,0.26,7.0,0.0,25011907.0,110.43,-100.0,-100.0,94.29,140.07,-100.0,62.75292608025593
CAN,2025-01-19 16:48:20,-36.8369506,174.7621051,1.11,0.87,46.94,14.61,27.64,58.48,14.09,-0.1,351.94,1.0,1.06,4.07,4.11,0.0,4.09,4.09,3.92,-0.16,6.52,-0.98,0.91,-112.93,-49.3,170.23,6.61,2.15,-0.01,2.18,0.57,-0.15,0.26,7.0,0.0,25011907.0,100.53,-100.0,-7.9228163694856e+27,103.8,143.01,167.8,58.11699832837379
CAN,2025-01-19 16:48:30,-36.8369165,174.7620908,1.27,0.79,43.94,16.07,26.14,58.95,15.38,-0.48,336.58,1.0,1.21,4.06,4.13,0.0,4.19,4.09,3.92,-0.14,6.68,0.63,-0.76,-70.7,-24.61,102.18,7.05,2.15,-0.01,2.2,0.56,-0.15,0.26,7.0,0.0,25011907.0,90.43,-100.0,-7.9228163694856e+27,105.1,119.72,-100.0,58.84600001639696
CAN,2025-01-19 16:48:40,-36.8368434,174.7621179,3.75,4.0,46.23,19.28,25.3,62.44,16.95,0.14,30.36,1.0,3.52,4.06,4.16,0.0,4.22,4.05,3.85,-0.21,5.18,0.39,-0.75,-104.03,186.06,168.62,-1.24,2.15,-0.01,2.41,0.58,-0.14,0.26,7.0,0.0,25011907.0,80.53,-100.0,990.16,115.19,117.43,999.0,61.092028496049046
CAN,2025-01-19 16:48:50,-36.8367369,174.7622305,6.6,7.06,50.0,21.38,26.03,65.69,17.29,1.09,48.62,1.0,6.14,4.05,4.15,0.0,4.14,4.03,3.84,-0.2,7.11,0.14,-0.0,-6.43,42.56,172.36,-7.3,2.15,-0.0,2.4,0.61,-0.14,0.25,7.0,0.0,25011907.0,70.43,-100.0,499.07,131.82,120.03,496.4,64.0499901390641
CAN,2025-01-19 16:49:00,-36.8366442,174.7623988,5.12,5.35,64.99,14.24,29.08,72.28,12.26,0.54,69.26,1.0,5.03,4.05,4.07,0.0,4.03,3.99,3.77,-0.26,1.33,0.99,-0.28,-11.37,-105.89,93.18,5.45,2.15,-0.01,2.4,0.58,-0.14,0.26,7.0,0.0,25011907.0,60.53,-100.0,511.24,148.64,119.74,511.2,69.25299476744486
