BOAT,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,TWD_avg
ESP,2025-01-19 16:07:30,-36.8360316,174.7683217,12.56,12.35,34.08,27.29,38.41,63.53,20.96,1.33,39.68,3.34,10.93,-17.86,-17.59,0.0,-17.58,-17.48,-17.53,0.34,26.71,-1.04,-1.24,-90.58,-13.86,141.8,0.63,0.57,5.44,4.36,5.0,2.25,-0.0,7.0,0.0,25011905.0,31.27,13.85,115.32,128.69,283.45,126.5,63.94900322470237
ESP,2025-01-19 16:07:40,-36.8357176,174.7686119,22.77,22.31,27.38,46.27,33.41,64.68,27.98,1.5,31.97,0.29,15.15,-17.87,-16.97,0.0,-16.02,-15.24,-14.27,3.55,29.53,-0.84,-5.74,-26.49,224.0,254.66,0.48,0.33,4.22,7.75,5.0,2.28,-0.0,7.0,0.0,25011905.0,21.27,5.4,64.94,155.28,263.9,66.4,63.81099749240842
ESP,2025-01-19 16:07:50,-36.835,174.7689744,38.13,37.68,11.15,53.07,43.33,67.1,27.29,-2.31,16.9,-1.89,23.61,-17.85,-12.19,0.0,-6.93,-1.62,3.74,21.58,24.22,-0.19,-0.91,743.04,774.68,950.84,3.67,1.24,3.49,7.4,5.0,-1.14,0.0,7.0,0.0,25011905.0,11.27,-0.35,45.87,201.85,208.94,44.0,66.73401274350569
ESP,2025-01-19 16:08:00,-36.8336681,174.7689616,71.38,70.36,342.83,78.87,40.91,65.19,25.85,-2.85,346.34,-1.26,8.07,-17.73,-8.09,0.0,1.09,10.38,19.7,37.39,26.54,-1.21,-3.49,532.11,647.17,564.89,1.25,0.81,-0.56,1.96,5.01,-2.14,-0.01,7.0,0.0,25011905.0,1.37,-2.7,34.12,203.7,85.33,34.5,66.2740060791447
ESP,2025-01-19 16:08:10,-36.831903,174.7682319,75.93,73.71,328.26,98.42,39.49,65.87,28.22,-2.3,332.35,-1.72,-13.02,-17.71,-10.3,0.0,-3.24,4.01,11.18,28.88,20.92,-1.94,-3.91,1183.4,1355.39,1349.94,1.62,0.92,-0.68,1.18,5.0,-5.7,0.0,7.0,1.0,25011905.0,-8.73,-2.8,26.16,224.01,58.55,25.5,65.165998802662
ESP,2025-01-19 16:08:20,-36.8303421,174.7669349,79.76,77.46,317.41,93.82,40.29,62.23,27.39,0.17,318.92,-0.64,-7.81,-17.73,-11.07,0.0,-4.94,1.36,8.02,25.74,21.37,-2.0,0.35,995.2,945.75,947.71,0.67,1.23,-0.27,2.31,5.0,-5.7,0.0,7.0,1.0,25011905.0,-18.73,-2.8,20.08,264.98,58.55,20.2,64.75706776574103
ESP,2025-01-19 16:08:30,-36.8289113,174.7649735,95.57,93.96,291.29,124.39,38.29,60.35,23.82,-4.32,291.49,0.81,-57.61,-17.71,-11.0,0.0,-4.55,1.82,8.36,26.13,20.1,-1.58,-0.9,1122.96,1109.42,1179.95,0.69,0.91,-1.77,0.08,5.0,2.67,0.0,7.0,1.0,25011905.0,-28.73,-2.8,15.99,142.84,58.55,15.9,60.45999636679315
ESP,2025-01-19 16:08:40,-36.8285506,174.7622793,83.99,82.67,276.79,147.31,39.89,60.5,22.9,-0.2,277.26,-0.22,-72.15,-21.85,-16.0,0.0,-10.19,-4.21,1.67,23.51,19.94,-1.54,-1.1,1009.02,1024.69,1082.12,0.69,1.05,-0.99,0.51,5.0,2.57,0.0,7.0,2.0,25011905.0,-38.73,-2.8,15.34,139.35,58.55,6.0,59.8449987063438
ESP,2025-01-19 16:08:50,-36.8283234,174.7598157,77.75,77.0,267.03,150.21,37.92,63.23,21.18,-3.78,268.42,-0.78,-67.71,-21.85,-18.54,0.0,-14.99,-11.47,-7.84,14.02,26.0,-3.24,-0.84,913.78,961.99,851.56,2.31,1.44,0.09,2.57,1.59,2.59,0.03,7.0,2.0,25011905.0,-48.63,-2.8,8.95,52.85,58.55,0.0,62.300007703249676
ESP,2025-01-19 16:09:00,-36.829363,174.7585434,69.75,68.77,203.94,-142.68,39.64,57.7,-32.79,2.69,201.68,-0.14,-54.52,22.99,21.55,0.0,20.32,19.09,18.32,-4.68,-22.8,-1.5,1.14,689.07,729.22,697.01,-2.29,0.93,-0.21,5.0,2.03,-0.57,-0.0,7.0,2.0,25011905.0,-58.73,-2.8,44.77,109.06,58.55,33.2,60.193031123928996
ESP,2025-01-19 16:09:10,-36.830855,174.7575754,67.17,66.35,209.2,-148.41,38.03,59.66,-30.04,-0.18,207.61,-0.25,-58.73,23.7,21.76,0.0,19.34,16.87,14.53,-9.18,-22.75,-0.91,2.35,1101.71,949.71,1128.05,-1.49,0.91,-0.07,4.99,1.01,-0.56,0.0,7.0,2.0,25011905.0,-68.63,-2.8,34.25,239.64,58.55,13.8,58.995003105744225
ESP,2025-01-19 16:09:20,-36.8323466,174.7564812,69.78,68.99,214.2,-145.82,46.56,63.48,-38.89,-2.42,212.57,0.59,-57.24,22.79,21.79,0.0,20.88,19.81,18.87,-3.88,-22.55,-0.7,0.92,784.94,825.03,909.16,-0.86,1.07,-0.09,5.0,1.01,-0.57,0.01,7.0,2.0,25011905.0,-78.73,-2.8,22.05,369.72,58.55,5.2,61.33196984221709
ESP,2025-01-19 16:09:30,-36.8337148,174.7551662,64.17,65.07,227.25,-167.66,43.16,67.22,-21.84,-1.63,226.21,-0.39,-63.36,21.31,21.17,0.0,21.07,20.89,20.57,-0.74,-19.43,-2.81,-2.66,464.74,693.62,511.45,-1.54,1.07,0.12,0.79,2.23,-0.36,0.02,7.0,2.0,25011905.0,-88.73,-2.8,11.46,219.39,58.55,0.1,65.51099605118034
ESP,2025-01-19 16:09:40,-36.8341868,174.7542585,26.88,24.09,300.61,138.21,41.81,67.02,98.91,5.83,297.71,2.71,-21.39,-21.55,-17.47,0.0,-13.98,-10.23,-6.69,14.87,27.77,-1.03,-3.38,117.08,259.6,157.28,-6.09,1.33,5.87,-0.57,5.0,-0.05,0.01,7.0,2.0,25011905.0,-98.73,-2.8,28.2,110.68,58.55,0.0,66.69999988640781
ESP,2025-01-19 16:09:50,-36.8334687,174.7537617,42.39,41.63,356.42,87.61,41.64,79.39,42.19,-3.53,2.08,-2.24,10.98,-21.36,-15.91,0.0,-10.75,-5.68,-0.37,21.04,28.57,-2.6,-5.2,346.23,597.95,654.22,3.76,1.26,2.78,2.68,5.0,-1.79,0.01,7.0,2.0,25011905.0,-108.73,-2.8,39.09,111.32,58.55,0.0,73.44107537647564
ESP,2025-01-19 16:10:00,-36.8323615,174.7536919,48.81,47.75,179.87,77.55,41.8,77.92,34.55,3.02,3.39,-1.78,14.77,-21.35,-14.19,0.0,-7.26,-0.54,6.25,27.6,17.54,-1.55,-2.32,574.26,544.22,577.24,1.61,1.45,2.4,3.03,5.0,-5.08,0.01,7.0,3.0,25011905.0,-118.73,-2.8,25.12,134.78,58.55,25.6,78.63699608804443
ESP,2025-01-19 16:10:10,-36.8310889,174.7540509,46.55,49.9,51.83,17.18,41.16,76.51,9.24,10.85,49.55,1.23,42.61,14.53,11.02,0.0,4.16,-1.58,-5.67,-19.96,-10.37,1.61,-5.46,831.22,891.82,1126.8,-3.69,2.13,-3.15,-2.07,1.92,-4.87,0.05,7.0,3.0,25011905.0,-128.73,-2.8,37.1,181.64,58.55,28.8,77.55600486434797
ESP,2025-01-19 16:10:20,-36.830975,174.7547121,14.45,15.88,98.04,-32.09,44.28,75.97,-25.73,1.81,103.36,-7.04,11.58,21.37,14.03,0.0,7.0,-0.29,-7.43,-28.69,-19.85,-0.91,2.7,46.82,-39.87,115.13,-4.83,2.1,7.5,4.16,1.64,-4.89,0.04,7.0,3.0,25011905.0,-138.73,-2.8,336.79,182.73,58.55,47.6,75.29309528934637
ESP,2025-01-19 16:10:30,-36.8312304,174.7555456,33.24,34.99,107.52,-47.95,41.41,68.63,-28.64,0.21,110.7,-4.3,22.8,21.36,11.48,0.0,1.96,-7.75,-16.99,-38.31,-20.27,1.99,3.31,569.06,341.17,776.22,1.62,2.1,6.2,5.0,5.32,0.86,0.05,7.0,3.0,25011905.0,-148.73,-2.8,121.56,227.9,58.55,42.5,72.18710803176695
ESP,2025-01-19 16:10:40,-36.8316117,174.7568147,50.9,52.9,106.19,-49.01,38.89,63.54,-22.16,-1.6,108.92,-2.44,34.57,21.39,11.53,0.0,2.28,-7.28,-16.51,-37.91,-15.79,-1.71,0.77,740.06,670.59,713.04,0.78,3.15,5.58,5.0,3.06,0.85,-1.03,7.0,3.0,25011905.0,-158.73,-2.8,76.78,303.8,58.55,36.2,65.802017499271
ESP,2025-01-19 16:10:50,-36.8319233,174.7584916,53.17,54.94,103.61,-43.11,36.96,59.88,-18.35,0.7,104.91,-1.58,39.25,18.78,9.57,0.0,1.06,-8.08,-16.58,-35.29,-16.0,-2.65,1.27,837.6,822.94,796.89,-0.5,3.12,5.43,5.0,4.59,0.85,-4.84,7.0,3.0,25011905.0,-168.73,-2.8,71.45,381.95,58.55,29.2,61.155979150232376
ESP,2025-01-19 16:11:00,-36.8322781,174.7602805,58.35,60.79,102.18,-45.95,39.81,59.27,-19.42,0.15,102.97,-1.03,37.94,18.72,7.47,0.0,-3.17,-14.19,-22.29,-40.99,-14.73,-1.7,2.56,1123.58,980.83,1062.77,0.15,2.98,4.68,5.0,2.76,0.85,-4.8,7.0,3.0,25011905.0,-178.73,-2.8,56.46,444.98,58.55,22.0,59.67300016761806
ESP,2025-01-19 16:11:10,-36.8329229,174.7621598,76.27,77.08,137.07,-73.97,40.39,58.75,-24.06,5.18,134.8,0.0,14.2,18.76,7.87,0.0,-2.25,-12.58,-22.77,-41.59,-20.47,-2.6,0.94,1024.28,1101.19,1107.58,-1.83,2.32,2.1,5.0,3.1,0.85,-4.76,7.0,3.0,25011905.0,-188.73,-2.8,21.16,414.33,58.55,13.6,58.395998888282236
ESP,2025-01-19 16:11:20,-36.8339035,174.7640769,66.72,69.03,107.42,-49.19,34.46,58.5,-17.0,-0.26,108.55,-1.37,48.24,18.8,10.53,0.0,3.0,-4.91,-12.23,-30.99,-14.06,-2.68,1.26,989.27,913.53,952.45,-0.06,2.5,3.03,4.99,2.05,0.85,-4.84,7.0,3.0,25011905.0,-198.63,-2.8,21.09,249.94,58.55,3.4,58.90999985475779
ESP,2025-01-19 16:11:30,-36.8343191,174.7659711,46.56,50.43,64.28,-1.9,36.04,60.28,-2.79,-30.79,78.36,-4.99,46.87,-16.37,-10.56,0.0,-3.54,2.52,7.53,23.71,14.14,0.65,0.65,1136.0,1098.16,1316.51,11.8,2.76,-4.79,-1.5,-0.43,-0.39,-4.85,7.0,3.0,25011905.0,-208.73,-2.8,33.89,140.16,58.55,0.1,58.987987279203466
ESP,2025-01-19 16:11:40,-36.83333,174.7666085,45.35,45.18,19.99,46.11,34.3,63.6,19.11,-3.53,23.73,-0.08,29.09,-18.71,-8.37,0.0,1.58,11.55,20.79,39.58,16.35,-1.9,-3.14,925.65,867.59,1009.84,1.82,3.08,6.04,4.48,5.0,-1.38,-4.88,7.0,3.0,25011905.0,-218.73,-2.8,45.52,211.71,58.55,32.1,62.45503654625193
ESP,2025-01-19 16:11:50,-36.8321252,174.7671205,52.77,52.58,12.54,50.43,34.83,62.68,18.3,-2.28,18.3,-2.69,31.09,-18.81,-13.08,0.0,-7.43,-2.28,3.31,22.18,16.56,-3.16,-1.83,625.8,642.84,501.88,2.99,3.09,5.32,4.99,5.0,-3.41,0.88,7.0,3.0,25011905.0,-228.63,-2.8,30.04,318.9,58.55,18.2,63.09399934969589
ESP,2025-01-19 16:12:00,-36.83082,174.7674098,52.05,51.85,6.27,45.79,34.56,58.51,18.0,-0.11,8.88,-0.35,36.29,-18.82,-14.18,0.0,-9.7,-5.81,-1.4,17.43,15.83,-2.89,-0.37,927.93,926.45,818.2,1.59,3.1,5.38,5.13,5.0,-3.39,0.88,7.0,3.0,25011905.0,-238.73,-2.8,21.49,279.48,58.55,8.1,60.92105176600417
ESP,2025-01-19 16:12:10,-36.8295404,174.7676115,52.31,51.17,179.38,48.49,37.4,53.63,20.36,-6.49,2.18,0.49,33.96,-17.92,-11.27,0.0,-5.36,0.79,7.1,24.98,17.26,-2.45,-2.58,725.67,846.45,723.24,4.74,1.67,2.59,3.9,5.0,-0.29,0.88,7.0,3.0,25011905.0,-248.73,-2.8,12.33,159.19,58.55,0.0,55.8290049814044
ESP,2025-01-19 16:12:20,-36.828701,174.7659585,81.89,81.31,280.57,138.67,37.56,51.8,24.7,1.06,279.99,-0.12,-66.37,-17.76,-9.17,0.0,-1.17,7.03,15.45,33.25,16.69,0.05,-1.29,1000.64,979.15,1144.74,0.22,0.42,-2.24,0.12,5.0,-0.01,0.88,7.0,4.0,25011905.0,-258.43,-2.8,25.1,102.36,58.55,25.5,51.68598850024166
ESP,2025-01-19 16:12:30,-36.8284159,174.7635594,78.12,76.1,275.8,145.43,44.18,56.68,30.13,-0.97,276.83,-0.77,-65.26,-20.44,-9.67,0.0,0.7,11.33,22.12,42.6,16.37,-1.64,-2.24,1282.47,1364.58,1426.22,1.13,0.76,-1.17,0.85,5.0,0.03,0.88,7.0,4.0,25011905.0,-268.73,-2.8,19.1,105.3,58.55,15.9,54.656023514885185
ESP,2025-01-19 16:12:40,-36.8283338,174.7610875,77.91,76.92,275.37,156.68,40.6,59.97,21.88,1.05,274.58,0.12,-72.78,-23.41,-19.0,0.0,-14.43,-9.34,-4.13,19.18,18.43,-0.6,0.36,1279.15,1217.44,1379.52,0.29,1.01,-0.76,0.0,5.0,1.71,0.88,7.0,4.0,25011905.0,-278.73,-2.8,11.2,90.8,58.55,6.1,58.097968616597115
ESP,2025-01-19 16:12:50,-36.8284387,174.7588414,64.58,65.43,220.66,-34.15,40.52,67.12,-9.45,-12.1,225.61,-2.63,-64.55,23.87,17.8,0.0,11.78,5.57,-0.61,-24.49,-16.56,-0.88,2.12,895.46,808.02,911.18,3.24,1.06,-0.04,0.25,-0.24,1.72,-0.26,7.0,4.0,25011905.0,-288.73,-2.8,44.2,25.06,58.55,0.1,64.19004057473072
ESP,2025-01-19 16:13:00,-36.8299648,174.7578455,76.34,75.44,207.83,-148.87,40.59,62.53,-27.16,5.04,205.85,-0.69,-64.81,23.82,14.06,0.0,4.7,-5.03,-14.26,-38.17,-19.84,-1.42,4.22,1140.75,1034.02,1132.55,-2.76,1.12,-0.54,5.0,1.18,1.72,-0.3,7.0,4.0,25011905.0,-298.63,-2.8,34.97,149.57,58.55,18.2,64.9508969920552
ESP,2025-01-19 16:13:10,-36.8316419,174.7566013,83.08,81.29,210.82,-151.88,44.18,61.99,-26.23,0.25,209.97,-0.68,-74.2,23.84,15.19,0.0,7.01,-1.38,-9.58,-33.43,-19.35,-1.76,0.72,1109.34,1249.17,1362.89,-0.84,1.08,-0.76,4.99,-0.22,1.72,-0.29,7.0,4.0,25011905.0,-308.73,-2.8,22.0,293.15,58.55,9.2,62.25000008504925
ESP,2025-01-19 16:13:20,-36.8334274,174.755563,83.54,82.39,194.82,-148.25,41.86,56.23,-24.12,5.79,191.98,0.15,-65.94,23.83,12.51,0.0,1.83,-9.33,-20.38,-44.23,-25.38,-2.1,7.14,1034.99,812.78,992.03,-2.56,0.9,-1.28,5.0,1.21,1.72,-0.28,7.0,4.0,25011905.0,-318.73,-2.8,14.97,264.52,58.55,0.1,60.05131649467656
ESP,2025-01-19 16:13:30,-36.8352464,174.7551076,66.24,68.87,142.8,-102.44,41.72,52.49,-35.35,-7.58,145.89,-1.7,-15.17,18.83,11.44,0.0,4.68,-2.44,-9.25,-28.08,-32.12,-1.27,2.28,681.25,489.21,710.57,2.06,1.4,0.54,5.0,1.03,1.71,-1.64,7.0,5.0,25011905.0,-328.63,-2.8,8.5,96.75,58.55,-29.1,54.47904122894118
ESP,2025-01-19 16:13:40,-36.8361025,174.7567941,64.51,66.48,102.69,-57.79,40.73,46.58,-22.51,-4.69,105.2,-1.8,37.01,18.83,9.5,0.0,0.94,-7.79,-16.91,-35.73,-16.19,-2.03,2.3,929.62,812.06,914.19,0.75,2.07,2.26,-0.8,1.21,1.73,-3.63,7.0,5.0,25011905.0,-338.73,-2.8,5.66,32.99,58.55,5.2,48.953933450588195
ESP,2025-01-19 16:13:50,-36.8355038,174.7578156,45.26,45.14,6.32,53.23,40.83,46.71,26.4,5.31,4.82,2.0,26.57,-18.86,-7.66,0.0,3.07,13.96,24.42,43.27,13.64,-0.38,-3.67,690.04,859.22,836.52,-3.56,3.0,6.04,4.01,4.99,-0.12,-3.69,7.0,5.0,25011905.0,-348.33,-2.8,67.24,72.66,58.55,43.9,45.7799978578528
ESP,2025-01-19 16:14:00,-36.8343683,174.7581892,51.02,50.86,15.09,43.29,43.25,53.32,20.18,0.02,16.91,0.65,37.04,-16.82,-5.86,0.0,4.25,14.52,23.59,40.41,12.94,-1.04,-1.55,747.91,742.01,808.29,-0.15,2.65,4.64,2.7,5.0,-3.66,0.75,7.0,5.0,25011905.0,-358.53,-2.8,56.98,195.84,58.55,34.6,51.1141727316442
ESP,2025-01-19 16:14:10,-36.8330337,174.7587559,57.4,58.49,25.06,41.53,43.44,58.01,17.97,0.88,26.94,0.07,45.47,-16.88,-8.23,0.0,-0.32,7.7,15.45,32.36,11.21,-1.65,-1.92,964.85,1091.86,1124.29,0.0,2.65,4.03,1.82,4.99,-5.08,0.75,7.0,5.0,25011905.0,-368.73,-2.8,44.5,343.12,58.55,24.6,55.58495387228992
ESP,2025-01-19 16:14:20,-36.8317003,174.7595495,63.09,64.19,25.04,42.79,39.63,61.52,16.12,1.61,25.77,0.68,46.35,-15.84,-6.18,0.0,2.52,11.42,17.47,33.24,12.25,-2.23,-4.11,799.72,825.84,910.27,0.13,2.66,3.82,2.51,5.0,-5.25,0.75,7.0,5.0,25011905.0,-378.63,-2.8,31.33,406.88,58.55,15.7,60.320016640895865
ESP,2025-01-19 16:14:30,-36.8302759,174.7602704,60.53,60.38,11.94,37.72,39.84,59.04,15.46,0.86,12.8,1.06,44.24,-15.88,-6.59,0.0,1.88,10.55,19.16,35.08,8.82,-2.37,-0.78,870.1,773.86,827.9,-0.01,2.52,3.67,2.26,4.99,-5.27,0.75,7.0,5.0,25011905.0,-388.73,-2.8,19.16,276.88,58.55,6.5,61.56508278388683
ESP,2025-01-19 16:14:40,-36.8289831,174.7608466,42.59,45.48,76.15,-10.66,41.44,56.99,-4.66,24.34,67.3,3.69,42.49,15.43,7.24,0.0,-0.96,-9.01,-11.77,-27.04,-14.06,-0.12,1.62,1274.56,1078.6,1341.56,-10.08,2.82,5.08,-0.62,0.56,-5.29,-0.52,7.0,5.0,25011905.0,-398.63,-2.8,31.06,147.79,58.55,0.1,57.05099017720963
ESP,2025-01-19 16:14:50,-36.8293711,174.7623219,55.37,56.68,105.96,-54.23,38.83,55.56,-23.41,-0.99,108.21,-2.5,31.11,15.87,6.72,0.0,-1.94,-10.96,-20.05,-35.95,-11.07,-2.05,-1.11,931.67,986.52,1006.6,0.43,2.8,4.53,4.99,1.61,1.11,-1.21,7.0,5.0,25011905.0,-408.73,-2.8,50.75,220.93,58.55,23.9,56.80600775607064
ESP,2025-01-19 16:15:00,-36.8297693,174.7640187,53.82,55.54,106.72,-45.34,34.92,56.19,-18.32,-0.09,107.57,-1.37,39.71,15.81,9.35,0.0,3.25,-3.14,-9.45,-25.24,-11.05,-2.91,-1.67,1035.0,1151.94,1054.53,-0.85,3.1,5.25,4.99,4.2,1.11,-4.99,7.0,5.0,25011905.0,-418.63,-2.8,41.44,245.21,58.55,14.7,55.208995512711574
ESP,2025-01-19 16:15:10,-36.8301563,174.7656923,53.19,55.29,105.39,-43.69,34.51,58.93,-17.22,-0.12,105.68,-0.57,40.84,15.83,9.36,0.0,3.28,-3.1,-8.73,-24.64,-13.28,-2.47,-1.71,926.74,1008.71,915.85,-1.29,3.1,5.27,4.99,4.23,1.11,-4.96,7.0,5.0,25011905.0,-428.73,-2.8,30.66,263.67,58.55,5.9,58.11401912921282
ESP,2025-01-19 16:15:20,-36.8303925,174.767505,57.27,59.9,89.95,-40.09,35.32,56.03,-14.59,2.02,90.21,-0.35,47.5,15.87,11.24,0.0,6.78,1.9,-2.55,-18.36,-12.59,-2.67,-0.61,957.88,974.3,953.5,-2.29,2.95,4.54,4.99,2.94,1.11,-1.63,7.0,5.0,25011905.0,-438.73,-2.8,16.33,246.6,58.55,0.1,58.08104119102915
ESP,2025-01-19 16:15:30,-36.8314237,174.7684913,70.28,70.2,173.95,-101.53,37.12,57.6,-30.75,2.24,172.91,-0.65,-21.16,16.35,8.52,0.0,0.5,-7.89,-15.9,-32.19,-16.81,-0.83,0.95,1000.87,958.83,1056.7,-1.25,0.89,-0.32,4.99,-0.04,1.11,-0.4,7.0,6.0,25011905.0,-448.73,-2.8,19.36,195.2,58.55,11.2,55.22794082123792
ESP,2025-01-19 16:15:40,-36.8333067,174.7680826,69.25,72.15,208.48,-144.1,36.5,61.56,-26.3,13.39,202.6,1.23,-57.17,10.9,4.78,0.0,2.44,-1.95,-4.92,-16.14,-16.64,-2.71,-4.08,410.8,617.09,394.23,-4.81,1.25,-0.03,2.45,2.06,-0.18,-0.36,7.0,6.0,25011905.0,-458.73,-2.8,12.61,187.51,58.55,1.5,61.55211334259988
