BOAT,TIME_LOCAL_unk,LATITUDE_GPS_unk,LONGITUDE_GPS_unk,BOAT_SPEED_km_h_1,GPS_SOG_km_h_1,HEADING_deg,TWA_SGP_deg,TWS_SGP_km_h_1,TWD_SGP_deg,AWA_SGP_deg,RATE_YAW_deg_s_1,GPS_COG_deg,LEEWAY_deg,VMG_km_h_1,ANGLE_CA1_deg,ANGLE_CA2_deg,ANGLE_CA3_deg,ANGLE_CA4_deg,ANGLE_CA5_deg,ANGLE_CA6_deg,ANGLE_WING_TWIST_deg,ANGLE_WING_ROT_deg,PITCH_deg,HEEL_deg,LENGTH_RH_P_mm,LENGTH_RH_S_mm,LENGTH_RH_BOW_mm,ANGLE_RUDDER_deg,ANGLE_RUD_AVG_deg,ANGLE_RUD_DIFF_TACK_deg,ANGLE_DB_RAKE_P_deg,ANGLE_DB_RAKE_S_deg,ANGLE_DB_CANT_P_deg,ANGLE_DB_CANT_S_deg,TRK_LEG_NUM_TOT_unk,TRK_LEG_NUM_unk,TRK_RACE_NUM_unk,PC_TTS_s,PC_TTK_s,PC_TTB_s,PC_DTB_m,PC_DTL_m,PC_TTM_s,TWD_avg
SUI,2025-01-19 16:09:40,-36.8347424,174.755489,29.44,28.29,239.19,-174.82,39.54,63.04,-92.45,1.57,234.7,1.53,-29.36,23.56,22.87,0.0,22.85,22.89,22.83,-0.75,1.92,-1.16,-7.25,344.99,818.08,634.49,-4.38,1.64,0.02,-2.33,1.29,-0.04,-0.48,7.0,2.0,25011905.0,-98.83,-1.8,20.15,158.48,20.59,0.1,62.40700081527468
SUI,2025-01-19 16:09:50,-36.8350565,174.7550149,15.18,14.78,190.79,-140.89,38.04,60.22,-119.52,-11.14,193.06,-5.93,-12.09,14.34,13.35,0.0,12.44,10.91,9.39,-4.75,-23.26,0.58,4.46,90.19,-22.2,333.11,19.22,1.59,2.39,0.32,0.4,-0.09,5.14,7.0,2.0,25011905.0,-108.83,-1.8,30.97,100.59,20.59,22.1,61.41499012376154
SUI,2025-01-19 16:10:00,-36.835481,174.7555117,34.66,35.88,107.7,-64.99,33.46,55.78,-33.6,-1.25,111.17,-3.64,17.3,13.26,4.91,0.0,-4.28,-14.06,-24.59,-37.85,-15.87,0.31,6.09,418.82,122.86,438.23,2.55,2.26,5.62,2.99,3.47,-0.09,5.25,7.0,3.0,25011905.0,-118.83,-1.8,25.85,100.72,20.59,26.0,58.58011301750156
SUI,2025-01-19 16:10:10,-36.8357357,174.7568256,49.74,51.31,93.22,-46.1,40.21,48.62,-20.93,-1.74,94.17,-1.16,40.97,18.15,14.04,0.0,9.24,4.66,0.93,-17.36,-20.62,-1.94,2.02,852.47,729.47,738.68,-0.98,3.1,5.53,2.99,4.34,-0.09,0.21,7.0,3.0,25011905.0,-128.83,-1.8,46.3,71.26,20.59,42.2,51.31988040920752
SUI,2025-01-19 16:10:20,-36.8357748,174.7583351,41.74,43.88,97.16,-26.45,34.4,55.64,-10.97,1.43,94.92,1.8,37.02,18.15,16.96,0.0,15.54,13.71,11.87,-6.27,-14.68,-1.66,0.63,699.26,630.53,666.97,-4.46,2.88,5.98,2.99,7.12,-0.09,-4.07,7.0,3.0,25011905.0,-138.83,-1.8,43.97,55.94,20.59,44.5,51.322680773856476
SUI,2025-01-19 16:10:30,-36.8360397,174.7595055,34.37,35.67,119.3,-42.95,35.2,63.72,-22.59,6.21,117.68,-1.34,24.21,17.28,13.81,0.0,10.04,5.83,1.6,-15.69,-20.11,-0.18,5.4,769.49,620.69,814.74,-4.13,2.48,6.58,2.99,7.7,-0.09,6.16,7.0,3.0,25011905.0,-148.83,-1.8,22.1,22.39,20.59,23.5,60.487116623654984
SUI,2025-01-19 16:10:40,-36.836566,174.7607385,52.57,53.24,108.56,-57.96,34.71,61.33,-23.97,-0.2,110.91,-2.59,30.14,17.0,9.82,0.0,1.45,-7.48,-16.98,-33.98,-15.01,-1.38,5.01,942.32,718.45,899.66,-0.55,3.08,5.4,-1.47,2.42,-0.08,1.75,7.0,3.0,25011905.0,-158.83,-1.8,7.48,49.2,20.59,7.7,64.52016321848848
SUI,2025-01-19 16:10:50,-36.8361656,174.7617195,43.55,43.29,14.48,48.31,37.71,59.07,22.63,0.08,15.88,0.33,28.31,-17.51,-10.72,0.0,-3.68,3.57,10.66,28.26,16.51,-3.02,-2.79,648.87,759.59,628.34,-0.3,3.3,6.78,6.86,5.0,-0.04,1.69,7.0,3.0,25011905.0,-168.83,-1.8,82.41,72.95,20.59,44.8,59.04798617043551
SUI,2025-01-19 16:11:00,-36.8350801,174.7622912,46.81,46.69,19.83,46.34,37.76,65.54,21.04,-4.08,22.65,0.81,33.93,-17.4,-9.3,0.0,-0.75,8.32,17.91,35.4,13.53,-0.65,-2.61,864.22,997.05,955.68,1.21,3.31,6.24,3.72,2.99,-2.37,-2.57,7.0,3.0,25011905.0,-178.83,-1.8,67.71,168.93,20.59,37.4,62.55404426487386
SUI,2025-01-19 16:11:10,-36.833878,174.7627943,51.76,51.92,18.37,49.54,34.75,63.67,20.53,0.99,19.58,1.19,31.38,-16.38,-8.56,0.0,0.17,9.48,18.86,35.22,11.55,-0.95,-3.44,1045.11,1115.98,1145.51,-0.86,2.95,5.15,2.37,2.99,-0.49,-2.48,7.0,3.0,25011905.0,-188.73,-1.8,50.62,274.02,20.59,29.7,63.94898290939549
SUI,2025-01-19 16:11:20,-36.8326687,174.7633451,50.7,50.92,10.51,46.1,31.49,63.31,18.24,-0.01,11.8,1.5,31.5,-16.44,-9.86,0.0,-2.86,4.95,13.0,29.38,10.86,-0.82,-1.21,964.15,1004.22,1079.78,0.65,2.96,5.13,2.34,2.99,-2.66,-2.48,7.0,3.0,25011905.0,-198.83,-1.8,40.79,382.77,20.59,21.9,64.69700662315772
SUI,2025-01-19 16:11:30,-36.8313807,174.7639007,55.15,55.85,23.53,40.58,34.35,64.28,15.08,0.29,26.24,-0.32,48.04,-16.5,-10.61,0.0,-4.51,2.08,8.95,25.48,9.83,-2.22,0.01,1028.9,1030.93,931.11,2.13,2.97,4.77,3.05,2.98,-5.16,-2.48,7.0,3.0,25011905.0,-208.83,-1.8,28.66,431.74,20.59,13.0,63.066992473786875
SUI,2025-01-19 16:11:40,-36.8300883,174.7645008,55.1,55.09,16.02,42.53,38.29,62.25,19.76,0.04,13.85,3.91,39.24,-16.37,-7.85,0.0,1.23,11.0,21.6,37.96,12.11,-1.57,-3.66,1112.46,1241.27,1249.99,-0.81,2.95,4.96,2.53,2.98,-5.08,-2.48,7.0,3.0,25011905.0,-218.83,-1.8,18.24,280.41,20.59,4.0,63.14099421138131
SUI,2025-01-19 16:11:50,-36.8292456,174.7653528,39.91,41.53,107.75,-39.31,38.41,64.37,-20.47,2.36,109.73,-2.39,32.06,16.34,8.31,0.0,-0.87,-10.95,-21.37,-37.67,-14.79,-2.67,4.35,268.91,110.89,86.74,-1.26,2.69,6.21,2.39,7.75,-5.09,-0.15,7.0,3.0,25011905.0,-228.83,-1.8,43.17,169.04,20.59,18.0,63.02099328476295
SUI,2025-01-19 16:12:00,-36.8298305,174.7666013,55.76,56.85,133.69,-70.28,39.28,64.46,-29.83,-2.25,136.23,-2.81,8.69,15.45,7.07,0.0,-1.94,-11.86,-21.99,-37.42,-21.0,-2.48,8.11,901.53,496.15,567.46,0.24,2.24,3.31,3.0,4.52,-1.41,-0.03,7.0,3.0,25011905.0,-238.83,-1.8,39.79,206.79,20.59,1.7,63.8529988543237
SUI,2025-01-19 16:12:10,-36.8304013,174.768162,44.98,46.48,114.8,-60.59,40.64,56.67,-27.79,9.63,111.31,1.37,20.69,15.25,10.49,0.0,5.26,-1.05,-6.5,-21.85,-19.35,-2.62,3.07,370.78,268.79,245.95,-7.41,1.75,3.32,3.0,6.97,-1.41,-5.17,7.0,3.0,25011905.0,-248.73,-1.8,18.8,204.58,20.59,0.1,60.946248216080306
SUI,2025-01-19 16:12:20,-36.8315217,174.768587,59.92,59.32,201.7,-133.82,36.4,53.45,-36.57,-1.11,199.81,0.63,-46.98,24.18,24.93,0.0,24.8,24.72,24.66,0.49,-19.71,-2.2,-1.78,595.21,618.21,498.52,-0.22,1.27,1.13,3.0,4.09,-1.41,-2.76,7.0,4.0,25011905.0,-258.73,-1.8,28.03,181.7,20.59,11.6,53.78396578874747
SUI,2025-01-19 16:12:30,-36.833073,174.7678598,71.62,70.83,204.77,-139.28,35.4,59.09,-26.1,1.44,201.73,1.01,-52.37,26.58,22.5,0.0,17.68,12.43,7.0,-19.61,-22.76,-3.22,4.69,956.02,790.08,788.67,-2.01,1.39,0.58,3.0,3.29,-1.42,-4.89,7.0,4.0,25011905.0,-268.73,-1.8,14.75,213.71,20.59,1.5,56.83502381582915
SUI,2025-01-19 16:12:40,-36.8345993,174.7667988,60.59,60.34,212.47,-144.73,34.47,65.68,-31.32,-2.14,211.26,-0.25,-49.7,26.53,21.9,0.0,16.51,10.66,4.49,-22.04,-21.51,-1.89,-2.87,556.14,865.75,655.85,-1.17,1.35,-1.22,1.63,2.59,1.21,3.73,7.0,4.0,25011905.0,-278.73,-1.8,8.66,87.53,20.59,0.2,62.82599881659804
SUI,2025-01-19 16:12:50,-36.8349718,174.7654783,44.63,42.69,300.72,142.37,33.19,71.29,47.86,3.55,300.78,-0.23,-35.05,-26.62,-23.17,0.0,-19.13,-14.74,-10.7,16.01,15.53,1.02,-1.97,573.24,585.31,742.8,-1.05,1.36,2.49,1.59,4.38,1.2,3.66,7.0,4.0,25011905.0,-288.73,-1.8,100.95,79.12,20.59,82.4,67.62470554102129
SUI,2025-01-19 16:13:00,-36.834378,174.7641958,56.1,53.18,289.84,133.42,32.3,72.65,33.99,-0.64,290.78,-0.73,-36.61,-26.5,-22.8,0.0,-18.91,-14.78,-10.51,16.0,18.21,-1.98,-4.59,754.93,994.37,907.63,1.47,1.38,1.78,3.6,2.98,-2.14,-2.73,7.0,4.0,25011905.0,-298.73,-1.8,82.52,180.25,20.59,59.3,73.49700853953841
SUI,2025-01-19 16:13:10,-36.8340358,174.7624137,63.72,61.17,282.93,146.47,31.16,66.77,24.26,-3.13,283.94,-0.06,-58.06,-25.93,-21.13,0.0,-15.78,-10.5,-4.0,21.79,15.66,-1.5,-4.82,1000.46,1185.17,1151.01,2.84,1.53,1.46,1.61,2.99,0.34,-2.73,7.0,4.0,25011905.0,-308.73,-1.8,56.45,271.45,20.59,25.9,68.73988524236611
SUI,2025-01-19 16:13:20,-36.8339821,174.7603039,76.31,74.22,264.65,146.99,35.31,61.19,22.47,-2.8,265.02,0.19,-65.73,-25.23,-17.84,0.0,-10.08,-1.75,7.15,32.34,17.08,-1.04,-3.43,875.16,1002.14,980.5,1.7,1.56,0.31,2.09,5.0,0.38,-2.73,7.0,4.0,25011905.0,-318.73,-1.8,32.16,263.25,20.59,17.4,64.61916183916613
SUI,2025-01-19 16:13:30,-36.8342554,174.7580072,74.1,71.75,263.72,151.56,39.65,56.37,26.18,2.03,262.18,0.71,-65.35,-24.3,-16.74,0.0,-8.79,-0.09,8.47,32.78,15.88,-1.99,-3.13,702.44,792.94,773.54,-0.14,1.44,0.45,2.11,5.0,0.47,-2.69,7.0,4.0,25011905.0,-328.83,-1.8,21.74,226.34,20.59,21.8,58.110964797797635
SUI,2025-01-19 16:13:40,-36.8344513,174.7556686,75.56,73.43,266.97,152.02,43.89,57.09,30.56,-1.26,266.02,0.7,-66.93,-22.91,-17.88,0.0,-12.55,-6.66,-0.73,22.22,13.93,-2.29,-3.1,924.71,962.46,925.36,0.36,1.54,0.45,1.09,4.99,0.22,-2.6,7.0,4.0,25011905.0,-338.33,-1.8,12.15,201.31,20.59,6.3,56.40099841745782
SUI,2025-01-19 16:13:50,-36.8339526,174.7537874,66.02,64.58,345.08,92.98,40.03,58.73,33.14,8.45,342.57,1.74,1.83,-21.29,-13.68,0.0,-6.22,1.81,10.35,31.69,26.84,-2.04,-4.42,1002.93,1191.22,1166.48,-2.86,2.42,3.0,0.45,4.99,-2.24,-2.6,7.0,4.0,25011905.0,-348.83,-1.8,26.83,89.66,20.59,0.0,57.92499923555892
SUI,2025-01-19 16:14:00,-36.8324228,174.7538864,46.03,47.15,30.52,43.24,41.73,63.62,20.67,3.48,31.61,0.9,35.59,-20.9,-17.84,0.0,-14.35,-10.27,-7.68,13.3,23.46,2.62,-4.71,1281.61,1432.4,1799.19,2.1,2.67,4.79,0.31,2.99,-4.96,-2.6,7.0,5.0,25011905.0,-358.83,-1.8,37.11,143.67,20.59,0.0,61.61207702712664
SUI,2025-01-19 16:14:10,-36.8313795,174.7545848,50.95,50.97,21.49,41.16,43.23,64.05,18.65,-2.25,24.93,-0.66,36.5,-16.84,-12.77,0.0,-8.87,-4.84,-1.6,15.36,17.99,-3.3,0.31,870.21,950.97,781.11,1.83,3.0,5.44,4.35,4.61,-1.74,-2.6,7.0,5.0,25011905.0,-368.83,-1.8,22.49,229.78,20.59,22.9,64.57699925392865
SUI,2025-01-19 16:14:20,-36.830138,174.7552048,44.85,47.06,44.02,29.85,41.54,63.44,16.96,22.81,35.44,4.66,37.59,-3.5,-0.12,0.0,-0.24,0.4,0.41,4.19,4.16,0.39,0.71,1058.8,964.42,1093.7,-12.74,2.99,0.03,-0.49,1.86,-1.63,-0.34,7.0,5.0,25011905.0,-378.83,-1.8,15.61,112.57,20.59,13.5,63.61199984350005
SUI,2025-01-19 16:14:30,-36.8304175,174.7563303,44.64,46.06,117.44,-70.97,37.4,60.68,-32.81,-0.71,118.05,-1.37,13.68,13.27,4.87,0.0,-4.25,-14.06,-24.53,-37.8,-15.17,-1.25,-0.97,1004.53,928.16,916.52,-0.09,2.99,6.18,3.0,6.12,-1.69,0.71,7.0,5.0,25011905.0,-388.83,-1.8,88.78,164.2,20.59,48.6,63.285085147771724
SUI,2025-01-19 16:14:40,-36.8310245,174.7578295,55.23,57.08,110.06,-53.7,38.54,58.05,-25.05,0.84,114.52,-5.41,31.28,15.93,10.32,0.0,3.6,-3.81,-11.08,-27.11,-15.13,-1.02,-2.18,1473.76,1541.43,1554.36,2.75,3.02,4.82,2.99,1.1,-1.69,0.76,7.0,5.0,25011905.0,-398.83,-1.8,66.36,270.27,20.59,40.1,58.258987867038584
SUI,2025-01-19 16:14:50,-36.8313798,174.7595285,52.25,54.85,103.82,-44.22,37.17,57.21,-18.43,2.87,104.17,-1.05,38.5,16.9,10.85,0.0,3.36,-5.13,-13.73,-30.56,-14.4,-2.08,4.19,655.22,459.53,357.14,-1.85,2.69,4.36,2.99,7.21,-1.69,-1.68,7.0,5.0,25011905.0,-408.83,-1.8,70.48,355.34,20.59,31.3,57.46599951983262
SUI,2025-01-19 16:15:00,-36.8318795,174.7609871,49.3,50.63,117.73,-51.27,37.94,60.3,-23.86,-1.27,120.35,-3.26,30.57,16.96,9.53,0.0,0.73,-8.85,-18.8,-35.78,-13.74,-1.42,2.05,1207.72,1167.76,1304.2,0.52,2.53,4.61,2.99,1.98,-1.69,-1.65,7.0,5.0,25011905.0,-418.83,-1.8,50.37,448.72,20.59,23.4,58.246949838608266
SUI,2025-01-19 16:15:10,-36.8323932,174.7626698,56.1,58.7,108.77,-45.08,38.65,59.76,-18.07,0.75,108.08,0.01,47.3,16.9,12.11,0.0,7.63,2.63,-2.79,-19.6,-14.7,-1.82,2.04,1052.99,883.95,932.72,-3.05,2.53,3.92,2.99,3.21,-1.69,-4.31,7.0,5.0,25011905.0,-428.83,-1.8,43.85,446.24,20.59,14.7,60.374003127724116
SUI,2025-01-19 16:15:20,-36.8328953,174.7644313,63.09,65.03,106.6,-47.54,37.22,60.76,-18.38,-2.62,109.15,-2.11,42.05,16.31,10.32,0.0,4.14,-2.84,-9.94,-26.43,-11.8,-3.51,0.36,1240.42,1174.2,1078.86,0.23,2.52,3.65,2.99,2.38,-1.69,-4.99,7.0,5.0,25011905.0,-438.83,-1.8,29.6,341.92,20.59,5.4,60.90900250364035
SUI,2025-01-19 16:15:30,-36.8333333,174.7662714,57.33,59.9,110.27,-41.18,35.76,64.15,-16.08,-1.49,110.6,-0.1,37.25,16.3,9.95,0.0,3.02,-4.5,-12.44,-28.74,-11.86,-1.6,1.66,1155.66,1052.97,1106.72,-0.93,2.52,3.73,-1.38,3.04,-1.68,-5.02,7.0,5.0,25011905.0,-448.83,-1.8,21.45,235.92,20.59,0.0,61.99196436395013
SUI,2025-01-19 16:15:40,-36.8328193,174.7671406,41.81,41.71,2.74,54.3,36.95,61.8,24.11,-1.45,8.33,-2.15,24.65,-16.44,-9.36,0.0,-1.63,6.61,15.4,31.84,18.79,-2.16,2.57,822.84,491.83,715.79,2.35,2.53,5.42,6.46,3.7,0.76,-5.04,7.0,5.0,25011905.0,-458.83,-1.8,45.41,248.92,20.59,28.9,63.40401891320127
SUI,2025-01-19 16:15:50,-36.8317266,174.7673594,43.16,43.46,14.81,53.23,32.65,64.68,22.82,-2.7,18.29,-0.13,27.93,-16.41,-10.68,0.0,-4.44,2.26,9.28,25.69,12.99,-3.89,-3.61,700.21,786.65,661.2,1.84,2.52,5.12,7.67,2.99,-2.59,-1.22,7.0,5.0,25011905.0,-468.83,-1.8,31.85,301.98,20.59,17.6,62.78297480491256
